start_point,end_point,time_of_day,day_of_week,traffic_condition,event_count,is_holiday,vehicle_density,population_density,weather,public_transport_availability,historical_delay_factor,travel_time
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Friday,10.0,8,1,high,high,storm,2,0.7954305306086666,44.41422288317816
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Thursday,,8,1,medium,,rain,2,1.1307546459347433,24.521201182744417
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Monday,5.0,8,0,,medium,,2,0.8590395678488113,60.80059125799231
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Wednesday,5.0,9,1,,high,,2,1.2049169454694464,53.934744768528816
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Wednesday,9.0,8,0,,low,rain,1,0.8881877523024465,11.21331577104754
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Sunday,,8,1,medium,,storm,0,0.9644731693011086,13.68221847507654
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Friday,9.0,7,0,medium,medium,storm,2,0.8010276306229573,28.449482617035603
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Friday,5.0,7,1,high,low,,2,1.0252507700687419,47.320239737644435
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Tuesday,,7,0,medium,medium,,2,1.171884277518147,25.414972858842034
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Tuesday,10.0,7,0,,,rain,1,1.0402169240787653,42.518314626812035
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Tuesday,9.0,9,0,low,,storm,2,0.9004232798237135,55.06131806726116
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Thursday,,7,1,,medium,,2,1.0101279225773614,29.154252112098185
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Monday,10.0,7,0,,medium,,0,1.1271276723328514,12.734772620442047
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Friday,10.0,7,0,,medium,,2,0.7613447081684035,35.19302163547869
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Thursday,7.0,8,1,,,,2,1.11653043120219,38.019917373486074
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,10.0,7,1,medium,low,,2,0.8157857470845833,29.4457412187294
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Wednesday,,49,0,low,low,fog,1,1.1129777195581316,42.328547935213685
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Friday,9.0,7,1,,,storm,2,1.177410539949313,33.615990090611014
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Saturday,,7,0,,low,rain,1,1.0078060271267253,33.11178586170676
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Saturday,,8,0,medium,,rain,1,1.114631851695531,20.27635324908788
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Tuesday,9.0,7,0,low,,,2,0.9142440099263366,45.7693783306173
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Tuesday,5.0,9,1,low,low,,0,0.9783398393375023,15.906595092692534
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,9.0,7,1,,medium,clear,1,0.8349994934396554,41.18057687313781
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Saturday,,8,1,medium,high,rain,1,0.9803672093081327,22.926228595744824
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Thursday,9.0,7,0,high,high,,2,0.8314058066710497,16.376935592317437
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Wednesday,10.0,9,0,high,,rain,2,0.9304123814023139,40.90174125994522
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Tuesday,,8,0,medium,,clear,0,1.0634213746313175,20.119977221388215
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Wednesday,,7,1,medium,low,,2,1.0045712856703735,33.843789676027214
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Sunday,,9,1,medium,low,storm,1,1.106300217642584,20.48072342166059
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Monday,9.0,9,0,low,low,rain,2,0.9094866252160987,41.347118846103406
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Saturday,,9,1,medium,high,fog,2,0.9438854701869102,69.30474929733248
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Wednesday,9.0,7,1,high,,,2,0.8258123675131104,29.286670966412316
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,9.0,8,0,,medium,clear,1,0.8908173134167696,37.8290413533159
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Saturday,9.0,9,1,medium,,storm,2,1.1293626991225474,11.57467216083913
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Tuesday,,7,0,,low,storm,1,0.917765887567292,24.644151368870716
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Monday,10.0,7,0,medium,low,fog,2,0.8834983006624495,33.59579998401389
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Tuesday,9.0,8,0,high,low,,2,0.7648376419364148,25.398379471239153
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Friday,,9,0,high,medium,storm,2,0.7995896017712214,45.78127137352522
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Sunday,9.0,8,0,,medium,clear,2,0.8896022393091604,45.66034152095393
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Saturday,,9,0,,medium,fog,2,1.0438717616706086,24.723790209665214
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Thursday,5.0,7,0,medium,medium,fog,2,1.0660565826435637,34.390444490256804
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Tuesday,9.0,7,0,high,high,clear,2,0.9799402714825793,12.580479278229829
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Thursday,9.0,9,1,high,medium,,1,1.1766052044698851,16.213196488552477
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Saturday,,7,1,,low,,1,1.2224866753083328,41.65760568925378
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Friday,,7,1,low,medium,clear,2,1.1706660626389291,26.108647315050455
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Friday,9.0,7,1,low,low,,2,1.098670226469196,46.518810077997536
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Saturday,10.0,7,1,medium,medium,rain,1,0.959616258472817,18.77618403604471
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Monday,10.0,8,0,,high,,2,1.2127058591181914,17.197255569206664
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Sunday,9.0,9,0,medium,high,rain,2,1.0244623963494868,21.972598558769516
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Tuesday,,8,1,,,,2,0.9114460119424175,21.066847929557564
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Sunday,5.0,8,1,,medium,storm,2,1.2109402113781071,23.413472601142463
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Wednesday,9.0,9,1,,medium,storm,1,0.9611815049385941,16.83379803401989
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Wednesday,9.0,8,0,,high,,2,0.9497992089451459,63.87323705053815
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Wednesday,9.0,7,0,medium,medium,,1,1.1277116896261599,20.03847259995246
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Thursday,10.0,9,0,high,medium,,2,0.9663726363315186,33.78271078660712
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Friday,9.0,7,0,low,,storm,0,1.1087668186141455,16.542832310983187
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Wednesday,,9,1,medium,low,fog,2,0.9501768260008181,30.6076570083889
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Friday,9.0,9,0,high,,fog,2,0.9930547769607465,32.04587876228524
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Friday,,7,1,,medium,,2,1.1495549830693879,48.41169326186331
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Friday,5.0,8,1,,medium,storm,2,1.0623009993868497,12.813709772769489
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Thursday,5.0,9,1,,low,rain,2,0.9563333966353068,25.30172541771885
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Saturday,,7,0,low,,fog,2,0.8417955237922032,57.65972590704308
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Wednesday,,7,1,low,,,2,0.9300818271848832,14.855822066155216
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Tuesday,9.0,9,0,low,low,fog,1,1.0698701916185822,24.996761157889047
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Saturday,9.0,7,1,,medium,rain,1,1.2367161593066487,33.87791097849191
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Monday,10.0,8,1,medium,,fog,1,0.8595381584601027,16.91424659421898
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Sunday,9.0,8,0,medium,low,fog,2,1.1482400187252775,30.586409692798043
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Wednesday,9.0,9,0,,,storm,0,1.2226168402939677,21.825925176560922
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Wednesday,,8,0,,,,0,0.8780758613859454,13.716395393840351
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Tuesday,5.0,7,1,,,clear,2,1.2053411242658023,15.600873593841277
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Monday,9.0,8,1,medium,,rain,1,1.1838780336898838,39.6627316288199
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Thursday,,8,0,,medium,clear,2,1.1701012811225044,37.25426065351814
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Wednesday,9.0,9,0,low,high,storm,0,1.0801750562367751,11.10008785982388
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Saturday,9.0,8,1,medium,low,rain,1,0.9946038895620287,29.251517394609422
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Wednesday,,8,0,,,rain,2,1.24258089989407,14.706446221435518
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Tuesday,9.0,8,1,low,,fog,2,0.9898634064208625,58.312946978285275
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Tuesday,,49,0,medium,medium,rain,0,0.7760916720902973,15.57124423896039
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Friday,10.0,7,0,,,rain,0,1.037036889511706,20.231146814489364
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Wednesday,10.0,8,1,,,storm,1,0.9882834650226549,28.58970719646868
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Saturday,,9,1,,,storm,2,0.769250062668527,8.431706631608385
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Friday,9.0,8,1,medium,,clear,2,1.0588640889916472,14.283104846441182
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Saturday,,9,1,low,low,,1,1.026503253185059,37.28181157483907
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Sunday,,8,0,,low,storm,1,0.9287691899511437,29.71063167993669
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Thursday,,8,1,,high,storm,1,0.8364150469902312,48.52952698609436
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Tuesday,3.0,9,0,,low,storm,2,1.1788497603736046,17.482587997319058
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Friday,9.0,7,0,high,medium,storm,1,0.7735488687926183,20.689749774821195
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Friday,9.0,8,1,medium,,fog,2,1.181412662504496,17.78520231370007
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Wednesday,10.0,8,1,,high,clear,2,0.9100134343729154,24.7208826077705
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Monday,,7,1,low,,rain,2,0.8459837029251637,25.730210217714415
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Saturday,10.0,7,0,high,,fog,2,0.844693558017216,22.7460793826503
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Saturday,,7,1,low,high,storm,2,0.8820957966585172,48.774812137570805
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Wednesday,,7,0,medium,,,2,1.4198349377599975,59.48532486103418
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Friday,9.0,7,0,high,high,,2,1.1730311250148888,37.91817374143199
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Friday,,7,0,,medium,,2,0.9792330431524634,83.02083264294677
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Saturday,9.0,7,0,,,clear,2,1.143204472184574,43.09578783533143
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Tuesday,,8,1,low,,,2,1.230840471951543,9.849361037229764
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Friday,9.0,7,1,,,,1,0.9534409175805445,61.97673366339042
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,5.0,7,1,medium,medium,rain,1,1.0843718446412818,22.508148121157948
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Friday,,8,0,medium,medium,storm,2,1.1629830408131134,48.52071178259506
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Wednesday,,8,1,low,medium,fog,1,0.9236571895011898,41.74261220782782
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Sunday,,9,0,medium,medium,,2,1.0640030935650353,43.2057609417213
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Tuesday,,8,0,medium,medium,fog,2,1.7232996394685494,30.975375720468122
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Sunday,9.0,7,0,medium,low,rain,0,0.8866897856642594,19.788880212148772
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Saturday,10.0,8,0,low,,storm,1,0.7724650867548837,34.016021798305296
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Sunday,9.0,7,1,medium,high,clear,2,1.2324180425108908,61.107945054218405
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Wednesday,9.0,7,1,medium,low,fog,2,0.8840208725018546,61.93010951567171
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Monday,10.0,7,1,,,,1,0.9344557378692667,12.486483580614209
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Sunday,9.0,8,0,,,,2,0.8601444439470093,23.63092239203862
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Saturday,,7,0,medium,,clear,1,0.9960726727637934,44.99942199178594
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Monday,10.0,9,1,high,medium,fog,2,1.2440410868175729,30.779452503826555
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,9.0,8,1,high,,clear,1,0.7969398789326448,13.892548038143186
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Thursday,,8,1,high,low,,2,0.9276924035673895,17.78114624254273
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Saturday,,7,0,,low,storm,2,0.8602762005692804,45.6328911143118
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Wednesday,9.0,7,1,,,fog,2,0.7947410166455768,31.248850829134405
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Friday,,8,0,medium,,rain,2,0.7662145151858686,49.534440909616535
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Sunday,,7,1,medium,,rain,2,0.8512262692125716,49.192781509827775
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Saturday,5.0,9,1,high,medium,rain,2,1.089366439714922,32.45509936174647
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Saturday,9.0,8,0,medium,medium,storm,2,0.7956205900983981,44.75434724896096
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,,9,0,,high,fog,2,1.2315481850629155,19.366583992077995
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Saturday,,7,0,medium,medium,rain,2,1.1603358622368565,37.80356380056164
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Thursday,,7,1,medium,high,clear,2,1.027976262258874,39.568388215238336
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Thursday,9.0,8,0,medium,high,storm,2,0.7550029931733898,62.38094008639543
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Monday,9.0,7,0,low,,fog,2,0.9306533283111863,43.29380399520342
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Tuesday,5.0,49,0,medium,medium,,2,1.0063713424903813,19.89769626522439
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Friday,,47,0,low,medium,rain,2,0.8266488479391126,56.466281190777266
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Friday,,9,0,high,,fog,2,0.8815935580557274,41.63742297668983
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,,7,0,low,,fog,2,1.0657976005510679,43.113869180802034
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Sunday,10.0,9,0,,,rain,2,0.9506376592889798,31.220229051168147
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Saturday,10.0,8,0,,,storm,0,1.1735950614669712,22.39765168932925
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Tuesday,,9,0,,medium,rain,2,1.1561295837934644,20.982669842858904
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Tuesday,10.0,8,1,,medium,,1,0.8055947624467326,44.76618796638057
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Thursday,9.0,9,1,high,,storm,2,1.124404445807174,33.25625387840927
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Sunday,,8,1,,low,storm,2,0.8010678915482091,13.91930661562741
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Friday,10.0,7,0,medium,,fog,0,0.9273461892286228,11.210784805273988
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Tuesday,9.0,8,1,,medium,rain,1,0.9646054825453814,21.840737867913916
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Friday,,9,1,high,low,storm,2,1.1842668417598787,21.58222205395863
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Saturday,,9,1,,,rain,2,0.9402618248981731,31.038433645249363
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Thursday,10.0,8,1,medium,medium,clear,1,1.0094349049793092,43.797900114676764
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Saturday,10.0,9,0,medium,low,storm,1,1.0649239783689903,28.923249361286302
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Tuesday,9.0,9,0,,,,1,0.9023779811934596,41.32567024047461
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Saturday,,8,0,,high,storm,2,0.9887008941118316,67.38333047433206
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Wednesday,8.0,9,1,,high,rain,0,0.8240053954158613,18.03164152508504
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Saturday,9.0,9,0,,,fog,2,0.7513586648069488,54.52000291721805
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Thursday,5.0,7,0,high,medium,,1,0.9354059890237509,17.85111695108222
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Tuesday,9.0,9,0,,medium,rain,1,0.914865405006772,44.63677674884944
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Monday,,8,1,medium,medium,clear,1,0.7503520531970438,37.890412414597826
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Friday,5.0,9,1,low,low,rain,2,0.8625400398428821,43.47342116138748
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Tuesday,9.0,8,1,,medium,clear,2,1.0994638090062763,15.35246574796274
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Sunday,,7,1,medium,,storm,2,0.8534523143348695,54.241276738364604
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Saturday,,9,0,high,low,,2,0.8777062942902107,36.96322462190648
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Sunday,5.0,9,0,,medium,fog,2,0.8448616836962586,23.38788812120245
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Monday,,8,1,,medium,storm,2,0.8912183285599746,21.662588459186058
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Saturday,,8,0,,,clear,2,1.047567370969254,32.544534072700785
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Thursday,,8,0,,low,,2,1.0074203276842781,28.305223504790547
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Thursday,9.0,7,1,,medium,storm,1,1.3458948654235694,25.38976786332085
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Tuesday,,9,1,medium,low,storm,1,1.220813076671516,18.363895275624014
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Thursday,,8,0,medium,medium,,2,1.1696400884732951,64.58854646999195
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Monday,,9,1,medium,,rain,1,0.7701757585797049,17.390521796173804
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Sunday,5.0,9,0,low,medium,,2,1.0158744596531104,18.279822837541438
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Sunday,9.0,7,0,low,,clear,1,1.0773406845000115,32.65773596005932
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Tuesday,5.0,9,0,medium,,,2,0.7667469748854139,35.317669133892096
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Monday,10.0,8,0,medium,,fog,1,1.161607957694053,43.056809246154
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Wednesday,,8,1,high,,,1,1.0219685427780096,13.917374959089559
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Saturday,7.0,9,0,medium,medium,,1,1.1379638000767567,55.2610207732175
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Friday,,9,1,low,,storm,1,0.9757187483689731,51.0225771956729
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Thursday,,8,1,high,,fog,2,1.1787261154521183,27.002157275639558
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Wednesday,,9,0,,,storm,1,1.1630476037389303,43.16768817004083
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Monday,9.0,9,1,,medium,rain,2,0.8730129818209145,13.490648753310321
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Monday,9.0,9,0,high,,clear,1,0.9504737774913239,14.000585876151563
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Friday,,8,0,low,low,,1,0.8199003082899478,33.571688120882584
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Monday,9.0,9,0,medium,,,2,0.9111612392140993,16.70629794386917
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Saturday,10.0,8,0,,,,1,1.0184450161795202,18.56028949011352
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Sunday,,7,0,low,medium,rain,0,1.022910347456193,18.31525684549411
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Thursday,9.0,7,1,medium,medium,storm,1,1.2263665463061675,27.660443078777238
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Sunday,5.0,9,0,medium,medium,storm,1,0.9706324221391656,20.154005149333354
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Sunday,9.0,9,0,low,,rain,2,0.8843744228561894,67.59176710047542
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Tuesday,,7,0,low,medium,clear,2,1.211957793717719,51.98954480422058
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Tuesday,,9,1,,,clear,1,0.8419132922895287,51.52434026855336
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Wednesday,9.0,7,0,medium,low,storm,2,0.8470138417889562,27.12518527870281
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Friday,,8,0,medium,medium,rain,0,1.2486090051833656,20.631504972196808
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Wednesday,9.0,9,1,,medium,,2,1.0687024867636528,12.89790006947279
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Sunday,10.0,7,1,medium,medium,clear,2,0.8262930212229089,32.5350422978837
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Friday,10.0,7,0,low,,,1,0.7780956918732793,47.942621691234194
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Sunday,,7,0,,,rain,2,0.8227039834131618,54.43343145840247
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Thursday,,8,0,medium,low,clear,2,0.8207273001497482,26.631260899820198
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Thursday,10.0,7,0,,medium,,2,1.002730769812697,18.795986062045987
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Monday,10.0,9,1,medium,high,clear,2,1.1680025725985472,63.93646337379041
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Monday,,9,1,high,,,2,1.140727793909308,25.303573665107603
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Wednesday,10.0,9,1,,,clear,1,0.7796333148740415,18.20311853823784
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Saturday,10.0,9,0,,,,0,0.9896796964436447,16.250168296500092
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Sunday,5.0,9,1,,,,1,1.0100307391218135,27.0108951566228
